request,Candidate:token,Candidate:id,Candidate,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Election_Status:token,Election_Status:id,Election_Status,Status_of_Candidate:token,Status_of_Candidate:id,Status_of_Candidate,Specific_Party:token,Specific_Party:id,Specific_Party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,Election_Type:token,Election_Type:id,Election_Type,Office_Sought:token,Office_Sought:id,Office_Sought,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,General_Office:token,General_Office:id,General_Office,#_of_Records,Total_$
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337195&c-r-ot=H",c-t-id,337195,"DAY, HOLLIS",c-t-eid,59433548,"DAY, HOLLIS",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3024,"HOUSE DISTRICT 066",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",100,37468.43
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337097&c-r-ot=H",c-t-id,337097,"SAVOIE, TAMMY",c-t-eid,46837484,"SAVOIE, TAMMY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,2981,"HOUSE DISTRICT 023",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",214,37414.09
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336069&c-r-ot=H",c-t-id,336069,"SPEIGHT, SHANIQUE",c-t-eid,43550000,"SPEIGHT, SHANIQUE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5363,"ASSEMBLY DISTRICT 029",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",48,37350.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334627&c-r-ot=S",c-t-id,334627,"SIBLEY, ALAN",c-t-eid,58659854,"SIBLEY, ALAN",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4468,"SENATE DISTRICT 015",c-t-ico,C,Challenger,c-r-ot,S,"State Senate",15,37325.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337243&c-r-ot=S",c-t-id,337243,"BUSH, RANDY",c-t-eid,59433581,"BUSH, RANDY",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3100,"SENATE DISTRICT 037",c-t-ico,O,Open,c-r-ot,S,"State Senate",72,37206.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335761&c-r-ot=H",c-t-id,335761,"NORRIS, DAVID M (DAVE)",c-t-eid,58873147,"NORRIS, DAVID M (DAVE)",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7776,"HOUSE DISTRICT 054",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",30,37076.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335780&c-r-ot=H",c-t-id,335780,"JAMES, RICHARD (RICK)",c-t-eid,58873166,"JAMES, RICHARD (RICK)",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7817,"HOUSE DISTRICT 095",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",41,36994.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334795&c-r-ot=H",c-t-id,334795,"DENTON, OSCAR",c-t-eid,58660022,"DENTON, OSCAR",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4386,"HOUSE DISTRICT 055",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",62,36866.77
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336719&c-r-ot=H",c-t-id,336719,"FOREMAN, STEVEN",c-t-eid,59174623,"FOREMAN, STEVEN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7753,"HOUSE DISTRICT 031",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",69,36829.42
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334821&c-r-ot=H",c-t-id,334821,"BUTLER-WASHINGTON, TAMARRA",c-t-eid,58660048,"BUTLER-WASHINGTON, TAMARRA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4400,"HOUSE DISTRICT 069",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",19,36723.98
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334890&c-r-ot=H",c-t-id,334890,"WILKES, STACEY HOBGOOD",c-t-eid,43793534,"WILKES, STACEY HOBGOOD",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4439,"HOUSE DISTRICT 108",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",63,36600.13
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334806&c-r-ot=H",c-t-id,334806,"NEWMAN, GENE",c-t-eid,55498333,"NEWMAN, GENE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4392,"HOUSE DISTRICT 061",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",45,36475.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334422&c-r-ot=S",c-t-id,334422,"BRANDTJEN, JANEL",c-t-eid,13571436,"BRANDTJEN, JANEL",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,WI,WI,y,2023,2023,c-r-t,3,Special,c-r-osid,8756,"SENATE DISTRICT 008",c-t-ico,O,Open,c-r-ot,S,"State Senate",142,36259.29
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338194&c-r-ot=H",c-t-id,338194,"VIRNIG, BIANCA",c-t-eid,59500403,"VIRNIG, BIANCA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MN,MN,y,2023,2023,c-r-t,3,Special,c-r-osid,3996,"HOUSE DISTRICT 052B",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",60,36210.53
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337104&c-r-ot=H",c-t-id,337104,"BATES, KEVIN P",c-t-eid,47942142,"BATES, KEVIN P",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,2978,"HOUSE DISTRICT 020",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",40,36037.07
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337003&c-r-ot=H",c-t-id,337003,"AMEDEE, BERYL ADAMS",c-t-eid,32373983,"AMEDEE, BERYL ADAMS",c-t-ftsts,"Default Winner-Top Two Primary","Default Winner-Top Two Primary",c-t-sts,9,"Default Winner",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3009,"HOUSE DISTRICT 051",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",94,35931.40
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336206&c-r-ot=H",c-t-id,336206,"PERSON, MARY",c-t-eid,59095368,"PERSON, MARY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7805,"HOUSE DISTRICT 083",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",42,35857.08
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334628&c-r-ot=S",c-t-id,334628,"TURNER-FORD, ANGELA",c-t-eid,58659855,"TURNER-FORD, ANGELA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4469,"SENATE DISTRICT 016",c-t-ico,I,Incumbent,c-r-ot,S,"State Senate",62,35400.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334759&c-r-ot=H",c-t-id,334759,"GIBBS, KARL",c-t-eid,58659986,"GIBBS, KARL",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4367,"HOUSE DISTRICT 036",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",60,35350.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337176&c-r-ot=H",c-t-id,337176,"PRUITT, TIM",c-t-eid,59401130,"PRUITT, TIM",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,2965,"HOUSE DISTRICT 007",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",28,35342.69
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335959&c-r-ot=H",c-t-id,335959,"CLARK, MICHAEL",c-t-eid,58887274,"CLARK, MICHAEL",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5338,"ASSEMBLY DISTRICT 004",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",24,34884.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337326&c-r-ot=S",c-t-id,337326,"NORTON, BARBARA",c-t-eid,59433638,"NORTON, BARBARA",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3102,"SENATE DISTRICT 039",c-t-ico,O,Open,c-r-ot,S,"State Senate",41,34801.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336216&c-r-ot=H",c-t-id,336216,"SITKA III, JOHN",c-t-eid,59095378,"SITKA III, JOHN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7815,"HOUSE DISTRICT 093",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",26,34504.94
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334805&c-r-ot=H",c-t-id,334805,"SHANKS, FRED",c-t-eid,58660032,"SHANKS, FRED",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4391,"HOUSE DISTRICT 060",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",72,34200.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337001&c-r-ot=H",c-t-id,337001,"WASHINGTON, REDDEX",c-t-eid,59433401,"WASHINGTON, REDDEX",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,2984,"HOUSE DISTRICT 026",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",51,34146.77
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335762&c-r-ot=H",c-t-id,335762,"BROWN, BELLAMY W",c-t-eid,58873148,"BROWN, BELLAMY W",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7776,"HOUSE DISTRICT 054",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",37,33766.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336755&c-r-ot=H",c-t-id,336755,"BLAKELY, JOSH",c-t-eid,59200907,"BLAKELY, JOSH",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7772,"HOUSE DISTRICT 050",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",58,33323.73
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337316&c-r-ot=H",c-t-id,337316,"MOORE, PATRICIA A (PAT)",c-t-eid,33758144,"MOORE, PATRICIA A (PAT)",c-t-ftsts,"Default Winner-Top Two Primary","Default Winner-Top Two Primary",c-t-sts,9,"Default Winner",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,2975,"HOUSE DISTRICT 017",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",68,33215.23
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338160&c-r-ot=H",c-t-id,338160,"JONES GILTNER, VALERIE",c-t-eid,59500372,"JONES GILTNER, VALERIE",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,DE,DE,y,2023,2023,c-r-t,3,Special,c-r-osid,1097,"HOUSE DISTRICT 037",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",106,33046.74
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334902&c-r-ot=H",c-t-id,334902,"GUICE, JEFFERY S",c-t-eid,58660129,"GUICE, JEFFERY S",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4445,"HOUSE DISTRICT 114",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",51,32900.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336945&c-r-ot=S",c-t-id,336945,"FISHER, HAYDEN",c-t-eid,59229517,"FISHER, HAYDEN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7837,"SENATE DISTRICT 015",c-t-ico,C,Challenger,c-r-ot,S,"State Senate",53,32754.64
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334901&c-r-ot=H",c-t-id,334901,"ZUBER III, HANK",c-t-eid,58660128,"ZUBER III, HANK",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4444,"HOUSE DISTRICT 113",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",39,31650.84
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335893&c-r-ot=S",c-t-id,335893,"MIKITA JR, WILLIAM P",c-t-eid,58887231,"MIKITA JR, WILLIAM P",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5391,"SENATE DISTRICT 017",c-t-ico,C,Challenger,c-r-ot,S,"State Senate",32,31511.53
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336720&c-r-ot=H",c-t-id,336720,"RODRIGUEZ, MADY",c-t-eid,59174624,"RODRIGUEZ, MADY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7754,"HOUSE DISTRICT 032",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",65,31416.21
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336063&c-r-ot=H",c-t-id,336063,"TUCKER, CLEOPATRA G",c-t-eid,13008958,"TUCKER, CLEOPATRA G",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5362,"ASSEMBLY DISTRICT 028",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",29,31230.65
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337344&c-r-ot=H",c-t-id,337344,"MCCLURE, CARA Y",c-t-eid,44858370,"MCCLURE, CARA Y",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2023,2023,c-r-t,3,Special,c-r-osid,168,"HOUSE DISTRICT 055",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",69,31052.18
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334461&c-r-ot=H",c-t-id,334461,"ALBRIGHT, JUSTIN",c-t-eid,58374499,"ALBRIGHT, JUSTIN",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2023,2023,c-r-t,3,Special,c-r-osid,1162,"HOUSE DISTRICT 024",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",16,30355.88
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334915&c-r-ot=H",c-t-id,334915,"CRAWFORD, CAROLYN",c-t-eid,58660142,"CRAWFORD, CAROLYN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4452,"HOUSE DISTRICT 121",c-t-ico,I,Incumbent,c-r-ot,H,"State House/Assembly",53,30340.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334646&c-r-ot=S",c-t-id,334646,"FRAZIER, HILLMAN",c-t-eid,58659873,"FRAZIER, HILLMAN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4480,"SENATE DISTRICT 027",c-t-ico,I,Incumbent,c-r-ot,S,"State Senate",52,30260.00
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336229&c-r-ot=S",c-t-id,336229,"HARRIS, JADE",c-t-eid,59095391,"HARRIS, JADE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7825,"SENATE DISTRICT 003",c-t-ico,O,Open,c-r-ot,S,"State Senate",60,30121.46
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334570&c-r-ot=H",c-t-id,334570,"KLECKOWSKI, DEBORAH",c-t-eid,7144699,"KLECKOWSKI, DEBORAH",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,CT,CT,y,2023,2023,c-r-t,3,Special,c-r-osid,967,"HOUSE DISTRICT 100",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",181,29821.04
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334830&c-r-ot=H",c-t-id,334830,"STINGLEY, AILEAN",c-t-eid,58660057,"STINGLEY, AILEAN",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4403,"HOUSE DISTRICT 072",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",17,29820.53
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337255&c-r-ot=H",c-t-id,337255,"LACOMBE, DOUGLAS",c-t-eid,59433589,"LACOMBE, DOUGLAS",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3000,"HOUSE DISTRICT 042",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",38,29695.96
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335724&c-r-ot=H",c-t-id,335724,"CHUDZINSKI, AMY L",c-t-eid,58873111,"CHUDZINSKI, AMY L",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7816,"HOUSE DISTRICT 094",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",69,29504.53
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=337107&c-r-ot=H",c-t-id,337107,"SEALS, JENNIE",c-t-eid,59433482,"SEALS, JENNIE",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,LA,LA,y,2023,2023,c-r-t,1,Standard,c-r-osid,3028,"HOUSE DISTRICT 070",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",110,29481.29
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336225&c-r-ot=H",c-t-id,336225,"PORTERFIELD, CATHY (CAT)",c-t-eid,59095387,"PORTERFIELD, CATHY (CAT)",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,VA,VA,y,2023,2023,c-r-t,1,Standard,c-r-osid,7821,"HOUSE DISTRICT 099",c-t-ico,C,Challenger,c-r-ot,H,"State House/Assembly",43,29479.43
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=336042&c-r-ot=H",c-t-id,336042,"AIKENS, JOSHUA",c-t-eid,58887327,"AIKENS, JOSHUA",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NJ,NJ,y,2023,2023,c-r-t,1,Standard,c-r-osid,5358,"ASSEMBLY DISTRICT 024",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",42,29262.36
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334567&c-r-ot=H",c-t-id,334567,"FIGUEROA, ANABEL D",c-t-eid,58429381,"FIGUEROA, ANABEL D",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CT,CT,y,2023,2023,c-r-t,3,Special,c-r-osid,1015,"HOUSE DISTRICT 148",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",192,29181.22
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334569&c-r-ot=H",c-t-id,334569,"BELTON, KAI JUANNA",c-t-eid,58429384,"BELTON, KAI JUANNA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CT,CT,y,2023,2023,c-r-t,3,Special,c-r-osid,967,"HOUSE DISTRICT 100",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",205,29163.70
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334568&c-r-ot=H",c-t-id,334568,"ANASTOS, OLGA",c-t-eid,58429382,"ANASTOS, OLGA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,CT,CT,y,2023,2023,c-r-t,3,Special,c-r-osid,1015,"HOUSE DISTRICT 148",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",168,29041.91
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=334638&c-r-ot=S",c-t-id,334638,"THOMAS, JOSEPH C",c-t-eid,13012532,"THOMAS, JOSEPH C",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MS,MS,y,2023,2023,c-r-t,1,Standard,c-r-osid,4475,"SENATE DISTRICT 022",c-t-ico,I,Incumbent,c-r-ot,S,"State Senate",57,28873.04
"dt=1&y=2023&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=335689&c-r-ot=H",c-t-id,335689,"STENDER, MICHAEL",c-t-eid,58803022,"STENDER, MICHAEL",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,PA,PA,y,2023,2023,c-r-t,3,Special,c-r-osid,6545,"HOUSE DISTRICT 108",c-t-ico,O,Open,c-r-ot,H,"State House/Assembly",52,28826.38
