,request,Candidate:token,Candidate:id,Candidate,cand_name,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Election_Status:token,Election_Status:id,Election_Status,Status_of_Candidate:token,Status_of_Candidate:id,race_outcome,Specific_Party:token,Specific_Party:id,party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,state,Election_Year:token,Election_Year:id,year,Election_Type:token,Election_Type:id,special_election,Office_Sought:token,Office_Sought:id,district,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,General_Office:token,General_Office:id,election_type,#_of_Records,Total_$
7136,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=412563&c-r-ot=H",c-t-id,412563,"NOSTRANT, VICKIE",Vickie Nostrant,c-t-eid,59829138,"NOSTRANT, VICKIE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,ID,ID,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1928, 007-POSITION A,c-t-ico,O,Open,c-r-ot,H,State House,202,16279.44
7137,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=357593&c-r-ot=H",c-t-id,357593,"THOMPSON, KYLE",Kyle Thompson,c-t-eid,59516395,"THOMPSON, KYLE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,KY,KY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2807,57,c-t-ico,O,Open,c-r-ot,H,State House,46,16264.84
7138,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=415186&c-r-ot=S",c-t-id,415186,"SOULES, WILLIAM P (BILL)",William P (Bill) Soules,c-t-eid,11022579,"SOULES, WILLIAM P (BILL)",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NM,NM,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5526,37,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,44,16260.34
7139,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=413533&c-r-ot=H",c-t-id,413533,"MEYER, BRIAN J",Brian J Meyer,c-t-eid,6032935,"MEYER, BRIAN J",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IA,IA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1781,29,c-t-ico,I,Incumbent,c-r-ot,H,State House,20,16250
7140,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=357288&c-r-ot=H",c-t-id,357288,"HOUGH, JAMIE",Jamie Hough,c-t-eid,59515521,"HOUGH, JAMIE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,OH,OH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6062,69,c-t-ico,C,Challenger,c-r-ot,H,State House,141,16239.52
7141,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=425974&c-r-ot=H",c-t-id,425974,"MOORE, SHERAEA",Sheraea Moore,c-t-eid,56424165,"MOORE, SHERAEA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,DE,DE,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1068,8,c-t-ico,I,Incumbent,c-r-ot,H,State House,57,16226.55
7142,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338667&c-r-ot=H",c-t-id,338667,"OLSON, RANDI",Randi Olson,c-t-eid,59505938,"OLSON, RANDI",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IL,IL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2256,70,c-t-ico,C,Challenger,c-r-ot,H,State House,35,16224.52
7143,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=419825&c-r-ot=H",c-t-id,419825,"RAUSCHER, GEORGE",George Rauscher,c-t-eid,13789705,"RAUSCHER, GEORGE",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AK,AK,y,2024,2024,c-r-t,1,FALSE,c-r-osid,34,29,c-t-ico,I,Incumbent,c-r-ot,H,State House,17,16220
7144,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=412219&c-r-ot=H",c-t-id,412219,"LIEN, NANCY",Nancy Lien,c-t-eid,59828494,"LIEN, NANCY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MT,MT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4609,75,c-t-ico,C,Challenger,c-r-ot,H,State House,87,16205.73
7145,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=340497&c-r-ot=S",c-t-id,340497,"THEODROS, CALEB",Caleb Theodros,c-t-eid,59507509,"THEODROS, CALEB",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NC,NC,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4871,41,c-t-ico,O,Open,c-r-ot,S,State Senate,70,16177.77
7146,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426661&c-r-ot=H",c-t-id,426661,"COX, BRANDON",Brandon Cox,c-t-eid,45966589,"COX, BRANDON",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,SC,SC,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6945,93,c-t-ico,I,Incumbent,c-r-ot,H,State House,41,16134.63
7147,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=420957&c-r-ot=H",c-t-id,420957,"AMPIAN, JOSIAH",Josiah Ampian,c-t-eid,59984776,"AMPIAN, JOSIAH",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MN,MN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,3924, 016B,c-t-ico,C,Challenger,c-r-ot,H,State House,10,16122.41
7148,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=415441&c-r-ot=H",c-t-id,415441,"MOORE, BRIDGET",Bridget Moore,c-t-eid,59842080,"MOORE, BRIDGET",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MO,MO,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4200,93,c-t-ico,I,Incumbent,c-r-ot,H,State House,73,16109.74
7149,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=413146&c-r-ot=H",c-t-id,413146,"CONDON, RYAN",Ryan Condon,c-t-eid,59829471,"CONDON, RYAN",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IA,IA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1803,51,c-t-ico,O,Open,c-r-ot,H,State House,128,16094.14
7150,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=412287&c-r-ot=H",c-t-id,412287,"MANESS, SHANNON",Shannon Maness,c-t-eid,59828550,"MANESS, SHANNON",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MT,MT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4604,70,c-t-ico,O,Open,c-r-ot,H,State House,89,16089.02
7151,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=420975&c-r-ot=H",c-t-id,420975,"HUTCHINSON, MICHAEL",Michael Hutchinson,c-t-eid,59984794,"HUTCHINSON, MICHAEL",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MN,MN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,3932, 020B,c-t-ico,C,Challenger,c-r-ot,H,State House,36,16080.42
7152,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=425978&c-r-ot=H",c-t-id,425978,"BURDGE, BRENT A",Brent A Burdge,c-t-eid,8423736,"BURDGE, BRENT A",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,DE,DE,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1070,10,c-t-ico,O,Open,c-r-ot,H,State House,63,16075.64
7153,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=417065&c-r-ot=S",c-t-id,417065,"BRAUNBERGER, RYAN",Ryan Braunberger,c-t-eid,59857875,"BRAUNBERGER, RYAN",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,ND,ND,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4957,10,c-t-ico,I,Incumbent,c-r-ot,S,State Senate,24,16073.66
7154,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426827&c-r-ot=H",c-t-id,426827,"WRIGHT, SHELBY D",Shelby D Wright,c-t-eid,60434272,"WRIGHT, SHELBY D",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,62,INDEPENDENT,c-t-p,3,Third-Party,s,ME,ME,y,2024,2024,c-r-t,1,FALSE,c-r-osid,3554,36,c-t-ico,C,Challenger,c-r-ot,H,State House,6,16058.37
7155,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=418059&c-r-ot=H",c-t-id,418059,"BOELENS, JAMES",James Boelens,c-t-eid,59901379,"BOELENS, JAMES",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,CO,CO,y,2024,2024,c-r-t,1,FALSE,c-r-osid,759,18,c-t-ico,O,Open,c-r-ot,H,State House,119,16058.1
7156,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=413343&c-r-ot=H",c-t-id,413343,"LEAVITT, DAVID",David Leavitt,c-t-eid,55456057,"LEAVITT, DAVID",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,ID,ID,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1968, 025-POSITION B,c-t-ico,O,Open,c-r-ot,H,State House,76,16057.69
7157,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=412175&c-r-ot=H",c-t-id,412175,"HOWELL, SJ",Sj Howell,c-t-eid,59828455,"HOWELL, SJ",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,MT,MT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4634,100,c-t-ico,I,Incumbent,c-r-ot,H,State House,73,16051.1
7158,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=415584&c-r-ot=H",c-t-id,415584,"HARBISON, TONY",Tony Harbison,c-t-eid,59842188,"HARBISON, TONY",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MO,MO,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4251,144,c-t-ico,O,Open,c-r-ot,H,State House,73,16050.01
7159,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=424896&c-r-ot=H",c-t-id,424896,"EXUM, TAMMY",Tammy Exum,c-t-eid,47378481,"EXUM, TAMMY",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CT,CT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,886,19,c-t-ico,I,Incumbent,c-r-ot,H,State House,183,16030.06
7160,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=412800&c-r-ot=H",c-t-id,412800,"BELL, AMY",Amy Bell,c-t-eid,59829277,"BELL, AMY",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,ME,ME,y,2024,2024,c-r-t,1,FALSE,c-r-osid,3660,142,c-t-ico,I,Incumbent,c-r-ot,H,State House,61,16025.09
7161,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426231&c-r-ot=H",c-t-id,426231,"FELIX, LEONELA",Leonela Felix,c-t-eid,54903411,"FELIX, LEONELA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,RI,RI,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6758,61,c-t-ico,I,Incumbent,c-r-ot,H,State House,83,16015.84
7162,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=399245&c-r-ot=H",c-t-id,399245,"DVORAK, RYAN MICHAEL",Ryan Michael Dvorak,c-t-eid,6393331,"DVORAK, RYAN MICHAEL",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IN,IN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2386,8,c-t-ico,I,Incumbent,c-r-ot,H,State House,25,16008.46
7163,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=415933&c-r-ot=H",c-t-id,415933,"BURNS, JAMES MIKELL (MIKE)",James Mikell (Mike) Burns,c-t-eid,15393737,"BURNS, JAMES MIKELL (MIKE)",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,SC,SC,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6869,17,c-t-ico,I,Incumbent,c-r-ot,H,State House,39,16005
7164,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=415084&c-r-ot=H",c-t-id,415084,"GOSCH, SPENCER",Spencer Gosch,c-t-eid,39762657,"GOSCH, SPENCER",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,SD,SD,y,2024,2024,c-r-t,1,FALSE,c-r-osid,7063,23,c-t-ico,I,Incumbent,c-r-ot,H,State House,27,15975
7165,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=380825&c-r-ot=H",c-t-id,380825,"HANSEN, EVAN PAUL",Evan Paul Hansen,c-t-eid,39705471,"HANSEN, EVAN PAUL",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WV,WV,y,2024,2024,c-r-t,1,FALSE,c-r-osid,19730,79,c-t-ico,I,Incumbent,c-r-ot,H,State House,45,15924.65
7166,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=340860&c-r-ot=H",c-t-id,340860,"NATIONS, CYNTHIA",Cynthia Nations,c-t-eid,49611763,"NATIONS, CYNTHIA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AR,AR,y,2024,2024,c-r-t,1,FALSE,c-r-osid,359,55,c-t-ico,C,Challenger,c-r-ot,H,State House,148,15914.36
7167,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=414691&c-r-ot=H",c-t-id,414691,"ORTIZ, CARMEN L",Carmen L Ortiz,c-t-eid,55496536,"ORTIZ, CARMEN L",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NV,NV,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5609,27,c-t-ico,O,Open,c-r-ot,H,State House,20,15913.54
7168,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=421071&c-r-ot=H",c-t-id,421071,"NOUIS, PERRY",Perry Nouis,c-t-eid,59984890,"NOUIS, PERRY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,MN,MN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,3976, 042B,c-t-ico,C,Challenger,c-r-ot,H,State House,16,15906.43
7169,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=425025&c-r-ot=H",c-t-id,425025,"ZUPKUS, LEZLYE",Lezlye Zupkus,c-t-eid,7492334,"ZUPKUS, LEZLYE",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,CT,CT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,956,89,c-t-ico,I,Incumbent,c-r-ot,H,State House,191,15891.91
7170,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338624&c-r-ot=H",c-t-id,338624,"BONK, PATRICIA",Patricia Bonk,c-t-eid,55357021,"BONK, PATRICIA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IL,IL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2216,30,c-t-ico,C,Challenger,c-r-ot,H,State House,36,15886
7171,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426651&c-r-ot=H",c-t-id,426651,"JENNINGS, JENSEN",Jensen Jennings,c-t-eid,60419556,"JENNINGS, JENSEN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,SC,SC,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6933,81,c-t-ico,O,Open,c-r-ot,H,State House,44,15875
7172,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=424049&c-r-ot=H",c-t-id,424049,"MOSLEY, MAXINE B",Maxine B Mosley,c-t-eid,19061562,"MOSLEY, MAXINE B",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,NH,NH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,13048, HILLSBOROUGH 039,c-t-ico,C,Challenger,c-r-ot,H,State House,61,15856.52
7173,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=424460&c-r-ot=H",c-t-id,424460,"FARRINGTON, SAMUEL",Samuel Farrington,c-t-eid,60008892,"FARRINGTON, SAMUEL",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NH,NH,y,2024,2024,c-r-t,1,FALSE,c-r-osid,13101, STRAFFORD 008,c-t-ico,C,Challenger,c-r-ot,H,State House,64,15853.74
7174,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=416379&c-r-ot=H",c-t-id,416379,"MOODY, DEBRA F",Debra F Moody,c-t-eid,11029876,"MOODY, DEBRA F",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,TN,TN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,7214,81,c-t-ico,I,Incumbent,c-r-ot,H,State House,29,15850
7175,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=419271&c-r-ot=H",c-t-id,419271,"PINSONAULT, SANDRA",Sandra Pinsonault,c-t-eid,59983562,"PINSONAULT, SANDRA",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,VT,VT,y,2024,2024,c-r-t,1,FALSE,c-r-osid,19799, BENNINGTON-RUTLAND,c-t-ico,C,Challenger,c-r-ot,H,State House,33,15837
7176,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=425999&c-r-ot=H",c-t-id,425999,"EGIPCIACO JR, ANTHONY",Anthony Egipciaco Jr,c-t-eid,60040251,"EGIPCIACO JR, ANTHONY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,DE,DE,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1089,29,c-t-ico,C,Challenger,c-r-ot,H,State House,99,15830.3
7177,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=417271&c-r-ot=H",c-t-id,417271,"JOHNSTON, DANIEL",Daniel Johnston,c-t-eid,44865077,"JOHNSTON, DANIEL",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,ND,ND,y,2024,2024,c-r-t,1,FALSE,c-r-osid,4921,24,c-t-ico,C,Challenger,c-r-ot,H,State House,9,15804.49
7178,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=340977&c-r-ot=H",c-t-id,340977,"CLOWNEY, NICOLE",Nicole Clowney,c-t-eid,44492154,"CLOWNEY, NICOLE",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AR,AR,y,2024,2024,c-r-t,1,FALSE,c-r-osid,325,21,c-t-ico,I,Incumbent,c-r-ot,H,State House,53,15800
7179,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=412939&c-r-ot=H",c-t-id,412939,"CHAPMAN, QUENTIN",Quentin Chapman,c-t-eid,59829353,"CHAPMAN, QUENTIN",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,ME,ME,y,2024,2024,c-r-t,1,FALSE,c-r-osid,3606,88,c-t-ico,O,Open,c-r-ot,H,State House,66,15786.66
7180,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=425633&c-r-ot=S",c-t-id,425633,"LABELLA, VITO",Vito Labella,c-t-eid,60030960,"LABELLA, VITO",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NY,NY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5928,26,c-t-ico,C,Challenger,c-r-ot,S,State Senate,148,15783.08
7181,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426622&c-r-ot=H",c-t-id,426622,"KING, JOHN R",John R King,c-t-eid,6399425,"KING, JOHN R",c-t-ftsts,Won-General,Won-General,c-t-sts,9,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,SC,SC,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6901,49,c-t-ico,I,Incumbent,c-r-ot,H,State House,35,15775
7182,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=412776&c-r-ot=H",c-t-id,412776,"KURTH, MONICA",Monica Kurth,c-t-eid,6080269,"KURTH, MONICA",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IA,IA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,1850,98,c-t-ico,I,Incumbent,c-r-ot,H,State House,85,15769.45
7183,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=425562&c-r-ot=H",c-t-id,425562,"DIZ, RONALD",Ronald Diz,c-t-eid,60030889,"DIZ, RONALD",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,NY,NY,y,2024,2024,c-r-t,1,FALSE,c-r-osid,5848,96,c-t-ico,O,Open,c-r-ot,H,State House,75,15762.98
7184,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=397993&c-r-ot=H",c-t-id,397993,"CAUL, ASHLEE",Ashlee Caul,c-t-eid,59747056,"CAUL, ASHLEE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,PA,PA,y,2024,2024,c-r-t,1,FALSE,c-r-osid,6452,15,c-t-ico,C,Challenger,c-r-ot,H,State House,68,15757.02
7185,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=338668&c-r-ot=H",c-t-id,338668,"HENNING, CHRIS",Chris Henning,c-t-eid,59505939,"HENNING, CHRIS",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IL,IL,y,2024,2024,c-r-t,1,FALSE,c-r-osid,2245,59,c-t-ico,C,Challenger,c-r-ot,H,State House,25,15745.35
7186,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=416286&c-r-ot=S",c-t-id,416286,"YOUNG, PATTI",Patti Young,c-t-eid,59849500,"YOUNG, PATTI",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,TN,TN,y,2024,2024,c-r-t,1,FALSE,c-r-osid,7234,2,c-t-ico,O,Open,c-r-ot,S,State Senate,52,15740.53
7187,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=420134&c-r-ot=H",c-t-id,420134,"SMALL, JOHN H",John H Small,c-t-eid,40613032,"SMALL, JOHN H",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,WI,WI,y,2024,2024,c-r-t,1,FALSE,c-r-osid,8732,86,c-t-ico,C,Challenger,c-r-ot,H,State House,85,15732.36
7188,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=413487&c-r-ot=H",c-t-id,413487,"LYMAN, SHEILA A",Sheila A Lyman,c-t-eid,50245656,"LYMAN, SHEILA A",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,ME,ME,y,2024,2024,c-r-t,1,FALSE,c-r-osid,3594,76,c-t-ico,I,Incumbent,c-r-ot,H,State House,18,15715.28
7189,"dt=1&y=2024&f-fc=2&c-exi=1&c-r-ot=S,H&c-t-id=426844&c-r-ot=H",c-t-id,426844,"LAJOIE, MICHEL ANDRE",Michel Andre Lajoie,c-t-eid,6486269,"LAJOIE, MICHEL ANDRE",c-t-ftsts,Pending-General,Pending-General,c-t-sts,4,Pending,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,ME,ME,y,2024,2024,c-r-t,1,FALSE,c-r-osid,3614,96,c-t-ico,I,Incumbent,c-r-ot,H,State House,13,15707.82
