State,Race,Year,District,Republican Candidate,Republican Wiki URL,Republican Vote %,Democrat Candidate,Democrat Wiki URL,Democrat Vote %,Winner,Republican Campaign Site,Democrat Campaign Site,Republican Campaign Facebook,Republican Campaign X,Republican Campaign Instagram,Republican Personal Website,Republican Personal Facebook,Republican Personal LinkedIn,Democrat Campaign Facebook,Democrat Campaign X,Democrat Campaign Instagram,Democrat Personal Website,Democrat Personal Facebook,Democrat Personal LinkedIn
California,US House of Representatives,2024,9,Kevin Lincoln,https://en.wikipedia.org/wiki/Kevin_Lincoln_(politician),48.2,Josh Harder,https://en.wikipedia.org/wiki/Josh_Harder,51.8,Josh Harder,https://www.kevinlincolnforcongress.com,http://harderforcongress.com,https://www.facebook.com/KevinLincolnCD9,https://x.com/KevinLincolnCD9,https://www.instagram.com/kevinlincolnca/,"",https://www.facebook.com/Lincoln1205,https://www.linkedin.com/in/kevin-lincoln-ii-02b727b/,"","","","","",""
California,US House of Representatives,2024,10,Katherine Piccinini,"",33.5,Mark DeSaulnier,https://en.wikipedia.org/wiki/Mark_DeSaulnier,66.5,Mark DeSaulnier,https://piccinini4congress.com/,http://desaulnierforcongress.com,https://www.facebook.com/p/Piccinini4Congress-100081500550875/,"",https://www.instagram.com/piccinini4congress/,"",https://www.facebook.com/profile.php?id=100009677384878,"","","","","","",""
California,US House of Representatives,2024,11,Bruce Lou,"",19.0,Nancy Pelosi,https://en.wikipedia.org/wiki/Nancy_Pelosi,81.0,Nancy Pelosi,https://bruceforcongress.org,http://pelosiforcongress.org,https://www.facebook.com/profile.php?id=61551166946892,https://x.com/RealBruceLou,https://www.instagram.com/brucelouforcongress,"",https://www.facebook.com/brlou.391,https://www.linkedin.com/in/bruce-lou/,"","","","","",""
California,US House of Representatives,2024,12,"","",,Lateefah Simon,https://en.wikipedia.org/wiki/Lateefah_Simon,65.4,Lateefah Simon,"",http://lateefahsimon.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,13,John Duarte,https://en.wikipedia.org/wiki/John_Duarte_(politician),49.96,Adam Gray,https://en.wikipedia.org/wiki/Adam_Gray,50.04,Adam Gray,https://www.johnduarteforcongress.com/,http://adamgray.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,14,Vin Kruttiventi,"",32.2,Eric Swalwell,https://en.wikipedia.org/wiki/Eric_Swalwell,67.8,Eric Swalwell,https://www.vin4congress.com,http://ericswalwell.com,https://www.facebook.com/vin4congress,https://x.com/vin4congress,https://www.instagram.com/vin4congress/,https://www.kruttiventi.org,https://www.facebook.com/kruttiventi,https://www.linkedin.com/in/kruttiventi/,"","","","","",""
California,US House of Representatives,2024,15,Anna Cheng Kramer,"",26.9,Kevin Mullin,https://en.wikipedia.org/wiki/Kevin_Mullin,73.1,Kevin Mullin,https://www.ackramerforcongress.org/,http://kevinmullinforcongress.com,https://www.facebook.com/ackramer4congress,https://x.com/annack4congress,https://www.instagram.com/ackramer4congress/,"",https://www.facebook.com/profile.php?id=61550020181390,https://www.linkedin.com/in/anna-kramer-0542582/,"","","","","",""
California,US House of Representatives,2024,16,"","",,Sam Liccardo,https://en.wikipedia.org/wiki/Sam_Liccardo,58.2,Sam Liccardo,"",http://samliccardo.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,17,Anita Chen,"",32.3,Ro Khanna,https://en.wikipedia.org/wiki/Ro_Khanna,67.7,Ro Khanna,https://www.anitaforcongress.us,http://rokhanna.com,https://www.facebook.com/profile.php?id=61553036496043,https://x.com/Anita4Congress,https://www.instagram.com/anitaforcongress.us/,"",https://www.facebook.com/profile.php?id=61553076693998,"","","","","","",""
California,US House of Representatives,2024,18,Peter Hernandez,"",35.4,Zoe Lofgren,https://en.wikipedia.org/wiki/Zoe_Lofgren,64.6,Zoe Lofgren,https://hernandezforcongress.com,http://zoelofgren.com,https://www.facebook.com/peterhernandezforcongress/,https://x.com/hernandez_CA18,https://www.instagram.com/hernandez_for_congress,"","",https://www.linkedin.com/in/peter-hernandez-513a7771/,"","","","","",""
California,US House of Representatives,2024,19,Jason Anderson,"",30.7,Jimmy Panetta,https://en.wikipedia.org/wiki/Jimmy_Panetta,69.3,Jimmy Panetta,https://jason4congress.us/,http://jimmypanetta.com,https://www.facebook.com/Jason4Congress,https://x.com/jason4congress_,"","","","","","","","","",""
California,US House of Representatives,2024,20,Vince Fong,https://en.wikipedia.org/wiki/Vince_Fong,65.1,"","",,Vince Fong,http://vincefong.com,"","","","","","","","","","","","",""
California,US House of Representatives,2024,21,Michael Maher,"",47.4,Jim Costa,https://en.wikipedia.org/wiki/Jim_Costa,52.6,Jim Costa,https://www.maherforsenate.com/,http://jimcosta.com,https://www.facebook.com/MaherForSenate,https://x.com/maherforsenate,https://www.instagram.com/maherforsenate,"",https://www.facebook.com/grizzlymaher,https://www.linkedin.com/in/michael-maher-aviation-executive/,"","","","","",""
California,US House of Representatives,2024,22,David Valadao,https://en.wikipedia.org/wiki/David_Valadao,53.4,Rudy Salas,https://en.wikipedia.org/wiki/Rudy_Salas,46.6,David Valadao,http://valadaoforcongress.com,http://rudysalas.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,23,Jay Obernolte,https://en.wikipedia.org/wiki/Jay_Obernolte,60.1,Derek Marshall,"",39.9,Jay Obernolte,http://electjay.com,https://www.derekmarshallca.com/,"","","","","","","","","","","",""
California,US House of Representatives,2024,24,Thomas Cole,"",37.3,Salud Carbajal,https://en.wikipedia.org/wiki/Salud_Carbajal,62.7,Salud Carbajal,https://www.katemurrayfornh.us,https://saludcarbajal.com,https://www.facebook.com/profile.php?id=100063738924631,"","","","",https://www.linkedin.com/in/kate-murray-6011b428/,"","","","","",""
California,US House of Representatives,2024,25,Ian Weeks,"",43.7,Raul Ruiz,https://en.wikipedia.org/wiki/Raul_Ruiz_(politician),56.3,Raul Ruiz,"",http://drraulruiz.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,26,Michael Koslow,"",43.9,Julia Brownley,https://en.wikipedia.org/wiki/Julia_Brownley,56.1,Julia Brownley,https://www.votemichaelkoslow.com,http://juliabrownley.com,https://www.facebook.com/people/Michael-Koslow-For-Congress/100095280768502/,https://x.com/koslow4congress,https://www.instagram.com/mikekoslow/,"",https://www.facebook.com/michael.s.koslow,https://www.linkedin.com/in/michaelskoslow,"","","","","",""
California,US House of Representatives,2024,27,Mike Garcia,https://en.wikipedia.org/wiki/Mike_Garcia_(politician),48.7,George Whitesides,https://en.wikipedia.org/wiki/George_T._Whitesides,51.3,George Whitesides,https://www.electmikegarcia.com/,http://georgewhitesides.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,28,April Verlato,"",35.1,Judy Chu,https://en.wikipedia.org/wiki/Judy_Chu,64.9,Judy Chu,https://verlatoforcongress.com,http://judychu.org,https://www.facebook.com/profile.php?id=61551609844120,https://x.com/AprilVerlato,https://www.instagram.com/AprilVerlato,https://www.lawofficesofaprilaverlato.com/about-april-verlato/,https://www.facebook.com/dida.ngambarga,https://www.linkedin.com/in/april-verlato-07a25588/,"","","","","",""
California,US House of Representatives,2024,29,Benito Bernal,"",30.2,Luz Rivas,https://en.wikipedia.org/wiki/Luz_Rivas,69.8,Luz Rivas,https://bernalforcongress.com,http://luzforcongress.com,https://www.facebook.com/bernalforcongress/,https://x.com/Bernal4congres,https://www.instagram.com/bernalforcongress/,http://www.bennybernalforcongress.com/home.html,https://www.facebook.com/bernalforcongress,https://www.linkedin.com/in/benny-bernal-21aa0370/,"","","","","",""
California,US House of Representatives,2024,30,Alex Balekian,"",31.6,Laura Friedman,https://en.wikipedia.org/wiki/Laura_Friedman,68.4,Laura Friedman,https://www.alexforca30.com,http://lauraforcongress.org,https://www.facebook.com/alexforca30,https://x.com/AlexBalekian,https://www.instagram.com/alexforca30,"",https://www.facebook.com/profile.php?id=100093267888010,https://www.linkedin.com/in/alex-balekian-1b6971174/,"","","","","",""
California,US House of Representatives,2024,31,Daniel Martinez,"",40.3,Gil Cisneros,https://en.wikipedia.org/wiki/Gil_Cisneros,59.7,Gil Cisneros,https://lykelect.com/post/daniel-martinez/53d9d2de-dfba-495c-a4d9-a447337ebea0/,http://gilonthehill.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,32,Larry Thompson,https://en.wikipedia.org/wiki/Larry_A._Thompson,33.8,Brad Sherman,https://en.wikipedia.org/wiki/Brad_Sherman,66.2,Brad Sherman,http://www.larrythompsonorg.com,http://bradsherman.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,33,Tom Herman,"",41.2,Pete Aguilar,https://en.wikipedia.org/wiki/Pete_Aguilar,58.8,Pete Aguilar,https://tomhermancongress.com,http://peteaguilar.com,https://www.facebook.com/profile.php?id=61556529774627,"","","","","","","","","","",""
California,US House of Representatives,2024,34,"","",,Jimmy Gomez,https://en.wikipedia.org/wiki/Jimmy_Gomez,55.6,Jimmy Gomez,"",http://jimmygomezforcongress.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,35,Mike Cargile,"",41.6,Norma Torres,https://en.wikipedia.org/wiki/Norma_Torres,58.4,Norma Torres,https://www.cargileforcongress.com,http://normatorres.com,https://www.facebook.com/CargileForCongress,https://x.com/CargileForCA35,https://www.instagram.com/cargileforcongress,"",https://www.facebook.com/mike.cargile.5,https://www.linkedin.com/in/cargileforcongress/,"","","","","",""
California,US House of Representatives,2024,36,Melissa Toomim,"",31.3,Ted Lieu,https://en.wikipedia.org/wiki/Ted_Lieu,68.7,Ted Lieu,https://toomim4congress.com,http://lieuforcongress.co,"",https://x.com/MToomim,https://www.instagram.com/toomim4congress/,"",https://www.facebook.com/melissa.roddy.50/,https://www.linkedin.com/in/melissa-t-6984a34/,"","","","","",""
California,US House of Representatives,2024,37,"","",,Sydney Kamlager-Dove,https://en.wikipedia.org/wiki/Sydney_Kamlager-Dove,78.3,Sydney Kamlager-Dove,"",http://sydneykamlager.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,38,Eric Ching,"",40.2,Linda Sánchez,https://en.wikipedia.org/wiki/Linda_S%C3%A1nchez,59.8,Linda Sánchez,https://www.ericchingforcongress.com,http://voteforlinda.com,https://www.facebook.com/ericchingforcongress,https://x.com/EricChing4CD38,https://www.instagram.com/ericching4congress/,"",https://www.facebook.com/chingforwalnut,https://www.linkedin.com/in/ericchingforcongress,"","","","","",""
California,US House of Representatives,2024,39,David Serpa,"",43.3,Mark Takano,https://en.wikipedia.org/wiki/Mark_Takano,56.7,Mark Takano,https://davidserpaforcongress.com/,http://marktakano.com,https://www.facebook.com/DavidSerpaforThePeople/,https://x.com/Serpa4Congress,https://www.instagram.com/serpaforcongress,"",https://www.facebook.com/DavidSerpaHomes/,https://www.linkedin.com/in/david-serpa-07b7bb9/,"","","","","",""
California,US House of Representatives,2024,40,Young Kim,https://en.wikipedia.org/wiki/Young_Kim,55.3,Joe Kerr,"",44.7,Young Kim,http://youngkimforcongress.com,https://www.joekerrforcongress.com,"","","","","","",https://www.facebook.com/joekerrforcongress,https://x.com/joekerrcongress,https://www.instagram.com/joekerrforcongress,"",https://www.facebook.com/JoeKerrOC,https://www.linkedin.com/in/joe-kerr-308314114/
California,US House of Representatives,2024,41,Ken Calvert,https://en.wikipedia.org/wiki/Ken_Calvert,51.7,Will Rollins,"",48.3,Ken Calvert,http://calvertforcongress.com,https://willrollinsforcongress.com,"","","","","","",https://www.facebook.com/WillRollinsForCongress,https://x.com/WillRollinsCA,https://www.instagram.com/willrollinsca/,"","",https://www.linkedin.com/in/will-rollins-14853646/
California,US House of Representatives,2024,42,John Briscoe,"",31.9,Robert Garcia,https://en.wikipedia.org/wiki/Robert_Garcia_(California_politician),68.1,Robert Garcia,https://johnbriscoe.us/,http://robertgarcia.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,43,Steve Williams,"",24.9,Maxine Waters,https://en.wikipedia.org/wiki/Maxine_Waters,75.1,Maxine Waters,"",http://waters.house.gov,"","","","","","","","","","","",""
California,US House of Representatives,2024,44,Roger Groh,"",28.6,Nanette Barragán,https://en.wikipedia.org/wiki/Nanette_Barrag%C3%A1n,71.4,Nanette Barragán,https://rogergroh.com/,http://barraganforcongress.com,"",https://x.com/electgroh,"","","","","","","","","",""
California,US House of Representatives,2024,45,Michelle Steel,https://en.wikipedia.org/wiki/Michelle_Steel,49.9,Derek Tran,https://en.wikipedia.org/wiki/Derek_Tran,50.1,Derek Tran,https://www.michellesteelca.com/,http://derektranforcongress.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,46,David Pan,https://en.wikipedia.org/wiki/David_Pan,36.6,Lou Correa,https://en.wikipedia.org/wiki/Lou_Correa,63.4,Lou Correa,https://www.davidpanforcongress.com,http://loucorrea.com,https://www.facebook.com/davidpanforCA,https://x.com/davidpanforCA,https://www.instagram.com/davidpanforCA,"","",https://www.linkedin.com/in/davidpanforca/,"","","","","",""
California,US House of Representatives,2024,47,Scott Baugh,https://en.wikipedia.org/wiki/Scott_Baugh,48.6,Dave Min,https://en.wikipedia.org/wiki/Dave_Min,51.4,Dave Min,http://baughforcongress.com,http://davemin.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,48,Darrell Issa,https://en.wikipedia.org/wiki/Darrell_Issa,59.3,Stephen Houlahan,"",40.7,Darrell Issa,http://darrellissa.com,https://electhoulahan.com/,"","","","","","",https://www.facebook.com/electhoulahan/,https://x.com/electhoulahan,https://www.instagram.com/electhoulahan/,"",https://www.facebook.com/stephen.houlahan,https://www.linkedin.com/in/hon-stephen-houlahan-rn-msn-mba-ccs-ccds-658a9342/
California,US House of Representatives,2024,49,Matt Gunderson,"",47.8,Mike Levin,https://en.wikipedia.org/wiki/Mike_Levin,52.2,Mike Levin,https://gowithgunderson.com,http://mikelevin.org,https://www.facebook.com/GundersonForCongress/,https://x.com/GundersonForCA,https://www.instagram.com/gundersonforcongress/,"",https://www.facebook.com/matt.gunderson.7,https://www.linkedin.com/in/matt-gunderson-9054989/,"","","","","",""
California,US House of Representatives,2024,50,Peter Bono,"",35.7,Scott Peters,https://en.wikipedia.org/wiki/Scott_Peters_(politician),64.3,Scott Peters,https://Bonoforcongress2024.com,http://scottpeters.com,"","","","","",https://www.linkedin.com/in/peter-bono-69571827b/,"","","","","",""
California,US House of Representatives,2024,51,Bill Wells,"",39.3,Sara Jacobs,https://en.wikipedia.org/wiki/Sara_Jacobs,60.7,Sara Jacobs,"",http://sarajacobsforca.com,"","","","","","","","","","","",""
California,US House of Representatives,2024,52,Justin Lee,"",33.7,Juan Vargas,https://en.wikipedia.org/wiki/Juan_Vargas,66.3,Juan Vargas,"",http://votevargas.com,"","","","","","","","","","","",""
Colorado,US House of Representatives,2024,1,Valdamar Archuleta,"",21.58,Diana DeGette,https://en.wikipedia.org/wiki/Diana_DeGette,76.53,Diana DeGette,https://www.archuletaforcolorado.com,http://degette.com,https://www.facebook.com/Archuleta4CO,https://x.com/Archuleta4CO,https://www.instagram.com/archuleta4co/,"",https://www.facebook.com/valdamar.archuleta,https://www.linkedin.com/in/valdamar-archuleta-1455b1300/,"","","","","",""
Colorado,US House of Representatives,2024,2,Marshall Dawson,"",28.94,Joe Neguse,https://en.wikipedia.org/wiki/Joe_Neguse,68.36,Joe Neguse,https://dawsonforcongress.com,http://joeforcolorado.com,"","","",http://marshalldawson.com/marshall/,"",https://www.linkedin.com/in/marshalldawson/,"","","","","",""
Colorado,US House of Representatives,2024,3,Jeff Hurd,https://en.wikipedia.org/wiki/Jeff_Hurd_(politician),50.79,Adam Frisch,https://en.wikipedia.org/wiki/Adam_Frisch,45.81,Jeff Hurd,http://jeffhurdforcolorado.com,http://adamforcolorado.com,"","","","","","","","","","","",""
Colorado,US House of Representatives,2024,4,Lauren Boebert[i],https://en.wikipedia.org/wiki/Lauren_Boebert,53.64,Trisha Calvarese,"",42.04,Lauren Boebert[i],http://laurenforcolorado.com,https://www.trisha4colorado.com,"","","","","","",https://www.facebook.com/trisha4colorado/,https://x.com/trisha4colorado,https://www.instagram.com/trisha4colorado/,"",https://www.facebook.com/trishael,https://www.linkedin.com/in/calvarese/
Colorado,US House of Representatives,2024,5,Jeff Crank,https://en.wikipedia.org/wiki/Jeff_Crank,54.66,River Gassen,"",40.87,Jeff Crank,http://jeffcrankforcongress.com,https://riverforcolorado.com,"","","","","","",https://www.facebook.com/rivergassen.politician,https://x.com/RiverGassen,https://www.instagram.com/candidate_river_gassen/,"","",https://www.linkedin.com/in/river-gassen-b57011158/
Colorado,US House of Representatives,2024,6,John Fabbricatore,"",38.45,Jason Crow,https://en.wikipedia.org/wiki/Jason_Crow,58.97,Jason Crow,https://www.johnfabbricatoreforcongress.com,http://jasoncrowforcongress.com,https://www.facebook.com/JohnFabb4Congress,https://x.com/JohnE_Fabb,"","",https://www.facebook.com/john.fabbricatore,https://www.linkedin.com/in/john-fabbricatore-70a19a16/,"","","","","",""
Colorado,US House of Representatives,2024,7,Sergei Matveyuk,"",41.15,Brittany Pettersen,https://en.wikipedia.org/wiki/Brittany_Pettersen,55.33,Brittany Pettersen,https://www.sergeiforcongress.com/,http://brittanypettersen.com,https://www.facebook.com/sergeiforcongress,https://x.com/Sergei4Congress,https://www.instagram.com/sergeiforcongress/,"",https://www.facebook.com/profile.php?id=61557469717641,https://www.linkedin.com/in/sergei-matveyuk-800566a/,"","","","","",""
Colorado,US House of Representatives,2024,8,Gabe Evans,https://en.wikipedia.org/wiki/Gabe_Evans,48.95,Yadira Caraveo,https://en.wikipedia.org/wiki/Yadira_Caraveo,48.22,Gabe Evans,http://electgabeevans.com,http://caraveo.house.gov,"","","","","","","","","","","",""
Connecticut,US House of Representatives,2024,1,James Griffin,"",34.82,John Larson,"",59.84,John Larson,https://griffin4uscongress.com/,https://larsonforcongress.org/,https://www.facebook.com/jimgriffinforcongress,"","","","","",https://www.facebook.com/JohnLarsonCT,https://x.com/JohnLarsonCT,https://www.instagram.com/johnlarsonct/,"","",""
Connecticut,US House of Representatives,2024,2,Mike France,"",41.98,Joe Courtney,https://en.wikipedia.org/wiki/Joe_Courtney_(politician),58.01,Joe Courtney,https://mikefranceforcongress.com,http://joecourtney.com,https://www.facebook.com/MikeFranceforCongress/,https://x.com/MikeFranceCT2,https://www.instagram.com/mikefrance4congress/,"",https://www.facebook.com/mike.france.14,https://www.linkedin.com/in/mike-france-0938554/,"","","","","",""
Connecticut,US House of Representatives,2024,3,Michael Massey,"",39.55,Rosa DeLauro,https://en.wikipedia.org/wiki/Rosa_DeLauro,58.88,Rosa DeLauro,https://www.masseyforcongress.com,http://rosadelauro.com,https://www.facebook.com/MichaelMasseyForCongress,https://x.com/massey4congress,https://www.instagram.com/masseyforcongress/,"",https://www.facebook.com/profile.php?id=100093316973593,"","","","","","",""
Connecticut,US House of Representatives,2024,4,Michael Goldstein,"",37.34,Jim Himes,https://en.wikipedia.org/wiki/Jim_Himes,61.06,Jim Himes,https://goldsteinforcongress.com/,http://himesforcongress.com,"","","","",https://www.facebook.com/michael.goldstein.1829,https://www.linkedin.com/in/michael-goldstein-1996aa19/,"","","","","",""
Connecticut,US House of Representatives,2024,5,George Logan,https://en.wikipedia.org/wiki/George_Logan_(Connecticut_politician),46.58,Jahana Hayes,"",50.75,Jahana Hayes,"",https://jahanahayes.com/,"","","","","","",https://www.facebook.com/jahanahayesct,https://x.com/JahanaHayesCT,"","",https://www.facebook.com/profile.php?id=100011062602605,https://www.linkedin.com/in/jahana-hayes-727b52164/
Delaware,US House of Representatives,2024,At-Large,John Whalen,"",42.14,Sarah McBride,https://en.wikipedia.org/wiki/Sarah_McBride,57.86,Sarah McBride,https://whalende.com/,http://sarahmcbride.com,"","","","","","","","","","","",""
Georgia,US House of Representatives,2024,1,Buddy Carter,https://en.wikipedia.org/wiki/Buddy_Carter,62.0,Patti Hewitt,"",38.0,Buddy Carter,http://buddycarterforcongress.com,https://pattiforgeorgia.com,"","","","","","",https://www.facebook.com/PattiForGeorgia,https://x.com/PattiforGeorgia,https://www.instagram.com/pattiforgeorgia,"",https://www.facebook.com/profile.php?id=100014069987798,https://www.linkedin.com/in/phewitt/
Georgia,US House of Representatives,2024,2,Wayne Johnson,"",43.7,Sanford Bishop,https://en.wikipedia.org/wiki/Sanford_Bishop,56.3,Sanford Bishop,https://www.johnsoncongress.com,http://sanfordbishop.com,https://www.facebook.com/waynejohnsoncongress/,https://x.com/WayneJohnson4GA,"","","",https://www.linkedin.com/in/a-wayne-johnson/,"","","","","",""
Georgia,US House of Representatives,2024,3,Brian Jack,https://en.wikipedia.org/wiki/Brian_Jack,66.3,Maura Keller,"",33.7,Brian Jack,http://brianjack.com,https://maurakeller.com/,"","","","","","",https://www.facebook.com/MauraKellerforGeorgia,"","","",https://www.facebook.com/maura.keller1,https://www.linkedin.com/in/maura-keller-68581424/
Georgia,US House of Representatives,2024,4,Eugene Yu,"",24.4,Hank Johnson,https://en.wikipedia.org/wiki/Hank_Johnson,75.6,Hank Johnson,https://yuforyou.org/,http://hankforcongress.com,"","","","",https://www.facebook.com/eugene.yu.357,https://www.linkedin.com/in/eugene-yu-a392a479/,"","","","","",""
Georgia,US House of Representatives,2024,5,John Salvesen,"",14.3,Nikema Williams,https://en.wikipedia.org/wiki/Nikema_Williams,85.7,Nikema Williams,https://www.bongoforcongress.com/,http://nikemaforcongress.com,https://www.facebook.com/profile.php?id=61550223338582,"","","",https://www.facebook.com/john.salvesen.18,https://www.linkedin.com/in/john-salvesen-6b26ab1a/,"","","","","",""
Georgia,US House of Representatives,2024,6,Jeff Criswell,"",25.3,Lucy McBath,https://en.wikipedia.org/wiki/Lucy_McBath,74.7,Lucy McBath,https://jeffcriswell.com/,http://lucyforcongress.com,https://www.facebook.com/people/Jeff-Criswell-for-Congress-GA-14,https://x.com/JCriswell4Him,"","",https://www.facebook.com/jeff.criswell,"","","","","","",""
Georgia,US House of Representatives,2024,7,Rich McCormick,https://en.wikipedia.org/wiki/Rich_McCormick,64.9,Bob Christian,"",35.1,Rich McCormick,http://richmccormick.us,https://christianforga7.com,"","","","","","",https://www.facebook.com/christianforga7/,https://x.com/ChristianForGA7,https://www.instagram.com/christianforga7,"","",""
Georgia,US House of Representatives,2024,8,Austin Scott,https://en.wikipedia.org/wiki/Austin_Scott_(politician),68.9,Darrius Butler,"",31.1,Austin Scott,http://scottforga.com,https://www.darriusbutler.com/,"","","","","","",https://www.facebook.com/ButlerforGeorgia/,https://x.com/RevDButler,https://www.instagram.com/darriusmbutler,"",https://www.facebook.com/darrius.butler.712,https://www.linkedin.com/in/darrius-butler-3616964a/
Georgia,US House of Representatives,2024,9,Andrew Clyde,https://en.wikipedia.org/wiki/Andrew_Clyde,69.0,Tambrei Cash,"",31.0,Andrew Clyde,http://clyde4congress.com,https://www.cash4ga.com,"","","","","","",https://www.facebook.com/cash4ga,https://x.com/cash4ga,https://www.instagram.com/cash4ga,"",https://www.facebook.com/tambrei,https://www.linkedin.com/in/tambrei-cash-4357a1b2/
Georgia,US House of Representatives,2024,10,Mike Collins,https://en.wikipedia.org/wiki/Mike_Collins_(politician),63.1,Lexy Doherty,"",36.9,Mike Collins,http://mikecollinsga.com,https://www.lexydoherty.com/,"","","","","","","","","","",https://www.facebook.com/lexyjanee,https://www.linkedin.com/in/lexydoherty/
Georgia,US House of Representatives,2024,11,Barry Loudermilk,https://en.wikipedia.org/wiki/Barry_Loudermilk,65.6,Kate Stamper,"",31.9,Barry Loudermilk,http://standwithbarry.com,https://KatyLStamper.com,"","","","","","",https://www.facebook.com/profile.php?id=61558651971566,https://x.com/KatyLStamper,https://www.instagram.com/katylstamper/,"","",""
Georgia,US House of Representatives,2024,12,Rick Allen,https://en.wikipedia.org/wiki/Rick_W._Allen,60.3,Liz Johnson,"",39.7,Rick Allen,http://rickwallen.com,"","","","","","","","","","","","",""
Georgia,US House of Representatives,2024,13,Jonathan Chavez,"",28.2,David Scott,https://en.wikipedia.org/wiki/David_Scott_(Georgia_politician),71.8,David Scott,https://jonathanchavezforcongress.com/,http://votedavidscott.com,"","","","","","","","","","","",""
Georgia,US House of Representatives,2024,14,Marjorie Taylor Greene,https://en.wikipedia.org/wiki/Marjorie_Taylor_Greene,64.4,Shawn Harris,"",35.6,Marjorie Taylor Greene,http://mtgforamerica.com,https://votevets.org/press-releases/votevets-pac-endorses-shawn-harris-for-congress,"","","","","","","","","","",https://www.facebook.com/shawn.a.harris.798,""
Hawaii,US House of Representatives,2024,1,Patrick Largey,"",28.2,Ed Case,https://en.wikipedia.org/wiki/Ed_Case,71.8,Ed Case,https://www.freedom4hawaii.com/,http://edcase.com,"","","","",https://www.facebook.com/patrick.largey/,"","","","","","",""
Hawaii,US House of Representatives,2024,2,Steve Bond,"",30.2,Jill Tokuda,https://en.wikipedia.org/wiki/Jill_Tokuda,66.5,Jill Tokuda,https://votestevebond.com/,http://tokudaforhawaii.com,"","","","","","","","","","","",""
Idaho,US House of Representatives,2024,1,Russ Fulcher,https://en.wikipedia.org/wiki/Russ_Fulcher,71.0,Patrick Largey,"",25.4,Russ Fulcher,http://russfulcher.com,https://www.freedom4hawaii.com/,"","","","","","","","","","",https://www.facebook.com/patrick.largey/,""
Idaho,US House of Representatives,2024,2,Mike Simpson,https://en.wikipedia.org/wiki/Mike_Simpson,61.4,David Roth,"",31.0,Mike Simpson,http://simpsonforcongress.com,https://rothforidaho.org,"","","","","","",https://www.facebook.com/rothforIdaho,https://x.com/rothforidaho,https://www.instagram.com/rothforidaho,"","",https://www.linkedin.com/in/davidjroth/
Illinois,US House of Representatives,2024,1,Marcus Lewis,"",34.1,Jonathan Jackson,https://en.wikipedia.org/wiki/Jonathan_Jackson_(Illinois_politician),65.8,Jonathan Jackson,https://marcuslewisforcongress.org/,http://jonathanjackson.house.gov,"","","","",https://www.facebook.com/aldermanpat.dowell,https://www.linkedin.com/in/pat-dowell-a20933b/,"","","","","",""
Illinois,US House of Representatives,2024,2,Ashley Ramos,"",32.4,Robin Kelly,https://en.wikipedia.org/wiki/Robin_Kelly,67.6,Robin Kelly,https://www.electashleyramos.com/donate,http://robinforsenate.com,"","","","","","","","","","","",""
Illinois,US House of Representatives,2024,3,John Booras,"",32.7,Delia Ramirez,https://en.wikipedia.org/wiki/Delia_Ramirez,67.3,Delia Ramirez,https://www.deliaforcongress.com,http://deliaforcongress.com,https://www.facebook.com/DeliaRamirezIL,https://x.com/DeliaRamirezIL,https://www.instagram.com/deliaramirezil/,"",https://www.facebook.com/delia.ramirez.9231,https://www.linkedin.com/in/delia-catalina-ramirez-ab91bb70/,"","","","","",""
Illinois,US House of Representatives,2024,4,Lupe Castillo,"",27.3,Chuy García,https://en.wikipedia.org/wiki/Chuy_Garc%C3%ADa,67.5,Chuy García,"",http://chuyforcongress.com,"","","","",https://www.facebook.com/profile.php?id=100084542564496,"","","","","","",""
Illinois,US House of Representatives,2024,5,Tommy Hanson,"",31.0,Mike Quigley,https://en.wikipedia.org/wiki/Mike_Quigley,69.0,Mike Quigley,https://votetommyhanson.com/,http://quigleyforcongress.com,https://www.facebook.com/profile.php?id=100084174752154,"",https://www.instagram.com/votetommyhanson/,"","","","","","","","",""
Illinois,US House of Representatives,2024,6,Niki Conforti,"",45.8,Sean Casten,https://en.wikipedia.org/wiki/Sean_Casten,54.2,Sean Casten,https://conforti4congress.com/,http://castenforcongress.com,https://www.facebook.com/profile.php?id=100069103934193,https://x.com/conforti_niki,https://www.instagram.com/niki_conforti/,"",https://www.facebook.com/niki.conforti,https://www.linkedin.com/in/niki-conforti-34b75b8/,"","","","","",""
